"","state_county","trump","biden","others"
"4139","vermont,maidstone",74,67,4
"4140","vermont,manchester",732,1985,68
"4141","vermont,marlboro",94,528,24
"4142","vermont,marshfield",336,586,42
"4143","vermont,mendon",314,445,21
"4144","vermont,middlebury",732,3479,120
"4145","vermont,middlesex",231,977,35
"4146","vermont,middletown springs",225,308,16
"4147","vermont,milton",2612,3344,212
"4148","vermont,monkton",395,960,48
"4149","vermont,montgomery",278,449,29
"4150","vermont,montpelier",468,4576,141
"4151","vermont,moretown",223,926,36
"4152","vermont,morgan",218,172,11
"4153","vermont,morristown",833,2256,108
"4154","vermont,mount holly",375,452,21
"4155","vermont,mount tabor",56,55,6
"4156","vermont,newark",159,169,18
"4157","vermont,newbury",490,682,42
"4158","vermont,newfane",261,842,38
"4159","vermont,new haven",396,732,44
"4160","vermont,newport",757,1033,52
"4161","vermont,newport town",415,341,20
"4162","vermont,northfield",837,1508,120
"4163","vermont,north hero",250,430,25
"4164","vermont,norton",62,44,2
"4165","vermont,norwich",211,2316,43
"4166","vermont,orange",324,261,25
"4167","vermont,orwell",351,367,34
"4168","vermont,panton",137,271,12
"4169","vermont,pawlet",369,496,22
"4170","vermont,peacham",141,357,21
"4171","vermont,peru",71,218,11
"4172","vermont,pittsfield",120,206,6
"4173","vermont,pittsford",784,896,57
"4174","vermont,plainfield",166,606,42
"4175","vermont,plymouth",104,251,16
"4176","vermont,pomfret",146,509,24
"4177","vermont,poultney",755,844,65
"4178","vermont,pownal",831,892,55
"4179","vermont,proctor",392,534,29
"4180","vermont,putney",235,1234,46
"4181","vermont,randolph",801,1685,100
"4182","vermont,reading",120,312,13
"4183","vermont,readsboro",212,203,16
"4184","vermont,richford",478,434,30
"4185","vermont,richmond",572,2287,82
"4186","vermont,ripton",76,280,13
"4187","vermont,rochester",183,526,23
"4188","vermont,rockingham",718,1703,98
"4189","vermont,roxbury",134,281,18
"4190","vermont,royalton",492,930,64
"4191","vermont,rupert",154,269,14
"4192","vermont,rutland",3026,4679,295
"4193","vermont,rutland town",1039,1376,71
"4194","vermont,ryegate",298,329,21
"4195","vermont,st. albans",946,1982,129
"4196","vermont,st. albans town",1557,2126,111
"4197","vermont,st. george",131,310,12
"4198","vermont,st. johnsbury",1218,2034,125
"4199","vermont,salisbury",258,393,25
"4200","vermont,sandgate",96,147,10
"4201","vermont,searsburg",36,28,0
"4202","vermont,shaftsbury",818,1346,61
"4203","vermont,sharon",278,585,31
"4204","vermont,sheffield",163,197,14
"4205","vermont,shelburne",953,4358,108
"4206","vermont,sheldon",532,435,48
"4207","vermont,killington",255,560,21
"4208","vermont,shoreham",263,445,34
"4209","vermont,shrewsbury",268,395,27
"4210","vermont,south burlington",2271,10057,342
"4211","vermont,south hero",376,903,30
"4212","vermont,springfield",1768,2583,165
"4213","vermont,stamford",267,254,18
"4214","vermont,stannard",28,82,4
"4215","vermont,starksboro",333,636,54
"4216","vermont,stockbridge",123,341,13
"4217","vermont,stowe",599,2706,101
"4218","vermont,strafford",118,656,26
"4219","vermont,stratton",67,119,4
"4220","vermont,sudbury",128,252,8
"4221","vermont,sunderland",240,386,26
"4222","vermont,sutton",275,245,19
"4223","vermont,swanton",1546,1566,116
"4224","vermont,thetford",409,1448,53
"4225","vermont,tinmouth",163,170,8
"4226","vermont,topsham",356,273,17
"4227","vermont,townshend",191,553,25
"4228","vermont,troy",394,370,31
"4229","vermont,tunbridge",314,514,35
"4230","vermont,underhill",526,1633,65
"4231","vermont,vergennes",428,1016,34
"4232","vermont,vernon",549,718,33
"4233","vermont,vershire",134,264,30
"4234","vermont,victory",36,17,2
"4235","vermont,waitsfield",200,1023,25
"4236","vermont,walden",207,351,28
"4237","vermont,wallingford",563,703,32
"4238","vermont,waltham",102,216,8
"4239","vermont,wardsboro",159,325,8
"4240","vermont,warren",179,1039,46
"4241","vermont,washington",283,306,20
"4242","vermont,waterbury",621,2778,99
"4243","vermont,waterford",387,421,23
"4244","vermont,waterville",209,227,18
"4245","vermont,weathersfield",725,1018,49
"4246","vermont,wells",416,315,11
"4247","vermont,west fairlee",125,219,13
"4248","vermont,westfield",146,190,13
"4249","vermont,westford",413,964,48
"4250","vermont,west haven",70,78,3
"4251","vermont,westminster",429,1303,57
"4252","vermont,westmore",102,126,12
"4253","vermont,weston",114,332,10
"4254","vermont,west rutland",613,510,44
"4255","vermont,west windsor",200,618,23
"4256","vermont,weybridge",78,517,17
"4257","vermont,wheelock",200,236,16
"4258","vermont,whiting",84,124,10
"4259","vermont,whitingham",340,397,38
"4260","vermont,williamstown",923,858,81
"4261","vermont,williston",1699,4961,213
"4262","vermont,wilmington",341,789,26
"4263","vermont,windham",83,187,12
"4264","vermont,windsor",537,1266,87
"4265","vermont,winhall",182,473,19
"4266","vermont,winooski",585,3005,111
"4267","vermont,wolcott",306,589,28
"4268","vermont,woodbury",196,372,20
"4269","vermont,woodford",96,95,5
"4270","vermont,woodstock",402,1645,62
"4271","vermont,worcester",125,464,35
"4272","virginia,accomack",9172,7578,212
"4273","virginia,albemarle",20804,42466,1387
"4274","virginia,alleghany",5859,2243,101
"4275","virginia,amelia",5390,2411,92
"4276","virginia,amherst",11041,5672,292
"4277","virginia,appomattox",6702,2418,148
"4278","virginia,arlington",22318,105344,3037
"4279","virginia,augusta",30714,10840,724
"4280","virginia,bath",1834,646,21
"4281","virginia,bedford",35600,12176,893
"4282","virginia,bland",2903,532,44
"4283","virginia,botetourt",15099,5700,321
"4284","virginia,brunswick",3357,4552,39
"4285","virginia,buchanan",8311,1587,55
"4286","virginia,buckingham",4544,3471,111
"4287","virginia,campbell",21245,8070,577
"4288","virginia,caroline",8336,7657,295
"4289","virginia,carroll",12659,2842,150
"4290","virginia,charles city",1761,2624,56
"4291","virginia,charlotte",3815,2317,59
"4292","virginia,chesterfield",93326,106935,3623
"4293","virginia,clarke",5192,3920,225
"4294","virginia,craig",2536,587,46
"4295","virginia,culpeper",16012,10617,487
"4296","virginia,cumberland",3019,2227,64
"4297","virginia,dickenson",5748,1503,52
"4298","virginia,dinwiddie",8695,6224,173
"4299","virginia,essex",3075,3038,65
"4300","virginia,fairfax",168401,419943,12479
"4301","virginia,fauquier",25106,17565,990
"4302","virginia,floyd",6225,3004,179
"4303","virginia,fluvanna",8155,7414,271
"4304","virginia,franklin",20895,8381,426
"4305","virginia,frederick",30558,17207,938
"4306","virginia,giles",6876,2156,144
"4307","virginia,gloucester",14875,6964,443
"4308","virginia,goochland",9966,6685,299
"4309","virginia,grayson",6529,1535,67
"4310","virginia,greene",6866,4163,282
"4311","virginia,greensville",1914,2627,33
"4312","virginia,halifax",10418,7666,164
"4313","virginia,hanover",44318,25307,1342
"4314","virginia,henrico",63440,116572,3140
"4315","virginia,henry",16725,9127,253
"4316","virginia,highland",1092,417,24
"4317","virginia,isle of wight",13707,9399,350
"4318","virginia,james city",23153,25553,916
"4319","virginia,king and queen",2450,1590,75
"4320","virginia,king george",8446,5404,374
"4321","virginia,king william",7320,3260,156
"4322","virginia,lancaster",3697,3368,87
"4323","virginia,lee",8365,1489,92
"4324","virginia,loudoun",82088,138372,4402
"4325","virginia,louisa",13294,8269,352
"4326","virginia,lunenburg",3537,2418,45
"4327","virginia,madison",5300,2698,131
"4328","virginia,mathews",3901,1825,100
"4329","virginia,mecklenburg",9266,6803,135
"4330","virginia,middlesex",4196,2491,98
"4331","virginia,montgomery",20629,23218,1190
"4332","virginia,nelson",4812,4327,177
"4333","virginia,new kent",9631,4621,211
"4334","virginia,northampton",2955,3667,110
"4335","virginia,northumberland",4485,3252,78
"4336","virginia,nottoway",4027,2971,80
"4337","virginia,orange",12426,7995,321
"4338","virginia,page",9345,3007,162
"4339","virginia,patrick",7485,1954,95
"4340","virginia,pittsylvania",23751,10115,361
"4341","virginia,powhatan",14055,5320,355
"4342","virginia,prince edward",4434,4973,167
"4343","virginia,prince george",10103,7103,226
"4344","virginia,prince william",81222,142863,3971
"4345","virginia,pulaski",12127,4925,324
"4346","virginia,rappahannock",2812,2096,70
"4347","virginia,richmond",2547,1513,42
"4348","virginia,roanoke",34268,21801,1115
"4349","virginia,rockbridge",8088,4086,199
"4350","virginia,rockingham",30349,12644,818
"4351","virginia,russell",10879,2373,134
"4352","virginia,scott",9063,1692,114
"4353","virginia,shenandoah",16463,6836,385
"4354","virginia,smyth",10963,3008,165
"4355","virginia,southampton",5730,3969,87
"4356","virginia,spotsylvania",39411,34307,1599
"4357","virginia,stafford",37636,40245,1744
"4358","virginia,surry",2025,2397,49
"4359","virginia,sussex",2219,2827,42
"4360","virginia,tazewell",16731,3205,198
"4361","virginia,warren",14069,6603,475
"4362","virginia,washington",21679,6617,389
"4363","virginia,westmoreland",5318,4501,114
"4364","virginia,wise",13366,3110,139
"4365","virginia,wythe",11733,3143,196
"4366","virginia,york",20241,17683,863
"4367","virginia,alexandria",14544,66240,1724
"4368","virginia,bristol",5347,2313,146
"4369","virginia,buena vista",1863,825,88
"4370","virginia,charlottesville",3094,20696,415
"4371","virginia,chesapeake",58180,66377,2551
"4372","virginia,colonial heights",6007,2972,167
"4373","virginia,covington",1580,964,59
"4374","virginia,danville",7428,11710,251
"4375","virginia,emporia",754,1612,15
"4376","virginia,fairfax city",4007,9174,302
"4377","virginia,falls church",1490,7146,183
"4378","virginia,franklin city",1487,2525,46
"4379","virginia,fredericksburg",4037,8517,308
"4380","virginia,galax",1838,777,23
"4381","virginia,hampton",18430,46220,1251
"4382","virginia,harrisonburg",5591,11022,473
"4383","virginia,hopewell",4020,5430,158
"4384","virginia,lexington",906,1791,65
"4385","virginia,lynchburg",17097,18048,1218
"4386","virginia,manassas",6256,10356,356
"4387","virginia,manassas park",1979,3992,116
"4388","virginia,martinsville",2165,3766,82
"4389","virginia,newport news",26377,53099,1727
"4390","virginia,norfolk",23443,64440,1998
"4391","virginia,norton",1109,464,28
"4392","virginia,petersburg",1584,12389,145
"4393","virginia,poquoson",5605,2054,198
"4394","virginia,portsmouth",12755,30948,879
"4395","virginia,radford",2786,3358,176
"4396","virginia,richmond city",16603,92175,2381
"4397","virginia,roanoke city",15607,26773,943
"4398","virginia,salem",7683,5148,220
"4399","virginia,staunton",5695,6981,314
"4400","virginia,suffolk",20082,28676,884
"4401","virginia,virginia beach",105087,117393,5081
"4402","virginia,waynesboro",5507,4961,249
"4403","virginia,williamsburg",1963,4790,130
"4404","virginia,winchester",5221,6610,275
"4405","washington,adams",3907,1814,141
"4406","washington,asotin",7319,4250,382
"4407","washington,benton",60365,38706,3962
"4408","washington,chelan",22746,19349,1211
"4409","washington,clallam",23062,24721,1481
"4410","washington,clark",126303,140324,8776
"4411","washington,columbia",1754,668,73
"4412","washington,cowlitz",34424,23938,1918
"4413","washington,douglas",12955,7811,542
"4414","washington,ferry",2771,1486,110
"4415","washington,franklin",18039,13340,1025
"4416","washington,garfield",1069,366,54
"4417","washington,grant",24764,11819,1097
"4418","washington,grays harbor",19877,17354,1210
"4419","washington,island",22746,29213,1966
"4420","washington,jefferson",6931,17204,657
"4421","washington,king",269167,907310,34030
"4422","washington,kitsap",61563,90277,6832
"4423","washington,kittitas",14105,11421,838
"4424","washington,klickitat",7237,5959,364
"4425","washington,lewis",29391,14520,1398
"4426","washington,lincoln",5150,1713,170
"4427","washington,mason",18710,17269,1324
"4428","washington,okanogan",11840,8900,542
"4429","washington,pacific",6953,6794,317
"4430","washington,pend oreille",5728,2593,232
"4431","washington,pierce",197730,249506,16845
"4432","washington,san juan",3057,9725,415
"4433","washington,skagit",32762,38252,2409
"4434","washington,skamania",3885,3192,235
"4435","washington,snohomish",166428,256728,15640
"4436","washington,spokane",148576,135765,11089
"4437","washington,stevens",19808,7839,783
"4438","washington,thurston",65277,96608,6249
"4439","washington,wahkiakum",1741,1165,75
"4440","washington,walla walla",16400,13690,1171
"4441","washington,whatcom",50489,83660,4471
"4442","washington,whitman",9067,11184,875
"4443","washington,yakima",50555,43179,2459
"4444","west-virginia,barbour",5116,1457,104
"4445","west-virginia,berkeley",33279,17186,1070
"4446","west-virginia,boone",6816,2041,155
"4447","west-virginia,braxton",4120,1457,87
"4448","west-virginia,brooke",7545,2947,180
"4449","west-virginia,cabell",21721,14994,645
"4450","west-virginia,calhoun",2364,568,39
"4451","west-virginia,clay",2679,641,45
"4452","west-virginia,doddridge",2619,435,47
"4453","west-virginia,fayette",11580,5063,219
"4454","west-virginia,gilmer",2012,599,51
"4455","west-virginia,grant",4871,607,31
"4456","west-virginia,greenbrier",10925,4655,290
"4457","west-virginia,hampshire",8033,1939,128
"4458","west-virginia,hancock",9806,3790,204
"4459","west-virginia,hardy",4859,1381,91
"4460","west-virginia,harrison",20683,9215,567
"4461","west-virginia,jackson",10093,3207,208
"4462","west-virginia,jefferson",15033,12127,543
"4463","west-virginia,kanawha",46398,34344,1502
"4464","west-virginia,lewis",5782,1538,137
"4465","west-virginia,lincoln",6012,1711,107
"4466","west-virginia,logan",10534,2333,159
"4467","west-virginia,mcdowell",5148,1333,46
"4468","west-virginia,marion",16300,8901,653
"4469","west-virginia,marshall",10435,3455,190
"4470","west-virginia,mason",8491,2526,217
"4471","west-virginia,mercer",19237,5556,341
"4472","west-virginia,mineral",10040,2660,172
"4473","west-virginia,mingo",8544,1397,81
"4474","west-virginia,monongalia",20803,20282,1179
"4475","west-virginia,monroe",5068,1345,77
"4476","west-virginia,morgan",6537,1998,160
"4477","west-virginia,nicholas",8279,2226,145
"4478","west-virginia,ohio",12354,7223,321
"4479","west-virginia,pendleton",2782,820,67
"4480","west-virginia,pleasants",2742,699,50
"4481","west-virginia,pocahontas",2895,1047,66
"4482","west-virginia,preston",11190,3163,219
"4483","west-virginia,putnam",20034,7878,670
"4484","west-virginia,raleigh",24673,7982,509
"4485","west-virginia,randolph",8673,3362,165
"4486","west-virginia,ritchie",3649,586,48
"4487","west-virginia,roane",4213,1455,95
"4488","west-virginia,summers",4074,1448,71
"4489","west-virginia,taylor",5477,1796,110
"4490","west-virginia,tucker",2841,938,65
"4491","west-virginia,tyler",3226,631,65
"4492","west-virginia,upshur",7771,2256,194
"4493","west-virginia,wayne",12585,4088,274
"4494","west-virginia,webster",2759,610,33
"4495","west-virginia,wetzel",4993,1539,135
"4496","west-virginia,wirt",2134,466,53
"4497","west-virginia,wood",27202,10926,634
"4498","west-virginia,wyoming",7353,1157,82
"4499","wisconsin,adams",7362,4329,127
"4500","wisconsin,ashland",3841,4801,115
"4501","wisconsin,barron",15803,9194,349
"4502","wisconsin,bayfield",4617,6147,116
"4503","wisconsin,brown",75871,65511,2635
"4504","wisconsin,buffalo",4834,2860,122
"4505","wisconsin,burnett",6462,3569,110
"4506","wisconsin,calumet",18156,12116,502
"4507","wisconsin,chippewa",21317,13983,638
"4508","wisconsin,clark",10002,4524,372
"4509","wisconsin,columbia",16927,16410,532
"4510","wisconsin,crawford",4620,3953,122
"4511","wisconsin,dane",78800,260185,5806
"4512","wisconsin,dodge",31355,16356,725
"4513","wisconsin,door",9752,10044,321
"4514","wisconsin,douglas",10923,13218,536
"4515","wisconsin,dunn",13173,9897,454
"4516","wisconsin,eau claire",25341,31620,1314
"4517","wisconsin,florence",2133,781,26
"4518","wisconsin,fond du lac",35754,20588,909
"4519","wisconsin,forest",3285,1721,47
"4520","wisconsin,grant",14142,10998,468
"4521","wisconsin,green",10169,10851,386
"4522","wisconsin,green lake",7168,3344,159
"4523","wisconsin,iowa",5909,7828,255
"4524","wisconsin,iron",2438,1533,39
"4525","wisconsin,jackson",5791,4256,137
"4526","wisconsin,jefferson",27208,19904,867
"4527","wisconsin,juneau",8749,4746,214
"4528","wisconsin,kenosha",44972,42193,1573
"4529","wisconsin,kewaunee",7927,3976,192
"4530","wisconsin,la crosse",28684,37846,1354
"4531","wisconsin,lafayette",4821,3647,87
"4532","wisconsin,langlade",7330,3704,131
"4533","wisconsin,lincoln",10017,6261,219
"4534","wisconsin,manitowoc",27218,16818,793
"4535","wisconsin,marathon",44624,30808,1319
"4536","wisconsin,marinette",15304,7366,309
"4537","wisconsin,marquette",5719,3239,107
"4538","wisconsin,menominee",278,1303,9
"4539","wisconsin,milwaukee",134357,317270,7344
"4540","wisconsin,monroe",13775,8433,403
"4541","wisconsin,oconto",16226,6715,274
"4542","wisconsin,oneida",13671,10105,383
"4543","wisconsin,outagamie",58385,47667,1970
"4544","wisconsin,ozaukee",33912,26517,1057
"4545","wisconsin,pepin",2584,1489,71
"4546","wisconsin,pierce",12815,9796,706
"4547","wisconsin,polk",16611,9370,390
"4548","wisconsin,portage",19299,20428,876
"4549","wisconsin,price",5394,3032,120
"4550","wisconsin,racine",54479,50159,1813
"4551","wisconsin,richland",4871,3995,148
"4552","wisconsin,rock",37138,46658,1564
"4553","wisconsin,rusk",5257,2517,112
"4554","wisconsin,st. croix",32199,23190,1318
"4555","wisconsin,sauk",17493,18108,602
"4556","wisconsin,sawyer",5909,4498,103
"4557","wisconsin,shawano",15173,7131,311
